correct_answer_idx;model_guessed_its_correct;id;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
2;False;(1, 0);[0, 0.9999996423722521];782;0;0.9;True;4
2;False;(1, 0);[0, 1.0];871;0;0.9;True;5
2;False;(1, 0);[0, 1.0];814;0;0.9;True;6
2;False;(1, 0);[0, 0.9999545833252356];712;0;0.9;True;7
2;False;(1, 0);[0, 0.9525740412139765];588;0;0.9;True;8
2;False;(1, 0);[0, 0.6224591443669899];633;0;0.9;True;9
2;False;(1, 1);[0, 1.0];789;0;1.0;True;0
2;False;(1, 1);[0, 0.9999991655356624];596;0;1.0;True;1
2;False;(1, 1);[0, 1.0];928;0;1.0;True;2
2;False;(1, 1);[0, 1.0];844;0;1.0;True;3
2;False;(1, 1);[0, 0.9999996423722521];846;0;1.0;True;4
2;False;(1, 1);[0, 0.9999998807907247];685;0;1.0;True;5
2;False;(1, 1);[0, 0.9999998807907247];743;0;1.0;True;6
2;False;(1, 1);[0, 0.9999991655356624];953;0;1.0;True;7
2;False;(1, 1);[0, 0.9999998807907247];882;0;1.0;True;8
2;False;(1, 1);[0, 1.0];613;0;1.0;True;9
2;True;(1, 2);[0.9525740412139765, 5.337076535916498e-09];583;0;0.7;True;0
2;False;(1, 2);[9.200510818664309e-08, 0.1824239805498428];947;0;0.3;False;1
2;True;(1, 2);[0.9999995231630692, 7.991959892953932e-11];607;0;0.7;True;2
2;False;(1, 2);[0, 0.9999985694905718];1090;0;0.3;False;3
2;True;(1, 2);[0.9994471746722718, 9.730816406926608e-10];550;0;0.7;True;4
2;True;(1, 2);[0.9706875453951163, 5.438563769070713e-09];524;0;0.7;True;5
2;True;(1, 2);[1.0, 1.1399918530443554e-12];627;0;0.7;True;6
2;True;(1, 2);[0.9999977350285647, 8.878248544528286e-13];797;0;0.7;True;7
2;True;(1, 2);[0.9890125928681703, 4.988061383628296e-07];831;0;0.7;True;8
2;False;(1, 2);[0, 0.9999991655356624];748;0;0.3;False;9
2;False;(1, 3);[0, 1.0];765;0;1.0;True;0
2;False;(1, 3);[0, 0.9999977350285647];679;0;1.0;True;1
2;False;(1, 3);[2.2007019879753665e-15, 1.0];904;0;1.0;True;2
2;False;(1, 3);[0, 1.0];965;0;1.0;True;3
2;False;(1, 3);[0, 1.0];773;0;1.0;True;4
2;False;(1, 3);[0, 0.9999991655356624];717;0;1.0;True;5
2;False;(1, 3);[0, 1.0];1040;0;1.0;True;6
2;False;(1, 3);[6.305116760146989e-16, 1.0];819;0;1.0;True;7
2;False;(1, 3);[0, 1.0];927;0;1.0;True;8
2;False;(1, 3);[0, 0.9999998807907247];674;0;1.0;True;9
2;False;(2, 0);[0, 1.0];430;0;1.0;True;0
2;False;(2, 0);[0, 1.0];438;0;1.0;True;1
2;False;(2, 0);[0, 1.0];636;0;1.0;True;2
2;False;(2, 0);[0, 1.0];415;0;1.0;True;3
2;False;(2, 0);[0, 1.0];696;0;1.0;True;4
2;False;(2, 0);[0, 0.18242550282051248];426;0;1.0;True;5
2;False;(2, 0);[0, 0.9999963045256735];422;0;1.0;True;6
2;False;(2, 0);[0, 1.0];548;0;1.0;True;7
2;False;(2, 0);[0, 1.0];461;0;1.0;True;8
2;False;(2, 0);[0, 1.0];434;0;1.0;True;9
2;False;(2, 1);[0, 1.0];331;0;1.0;True;0
2;False;(2, 1);[0, 1.0];523;0;1.0;True;1
2;False;(2, 1);[0, 1.0];437;0;1.0;True;2
2;False;(2, 1);[0, 1.0];270;0;1.0;True;3
2;False;(2, 1);[0, 1.0];382;0;1.0;True;4
2;False;(2, 1);[0, 1.0];366;0;1.0;True;5
2;False;(2, 1);[0, 1.0];434;0;1.0;True;6
2;False;(2, 1);[0, 1.0];334;0;1.0;True;7
2;False;(2, 1);[0, 1.0];436;0;1.0;True;8
2;False;(2, 1);[0, 1.0];400;0;1.0;True;9
2;True;(2, 2);[0.9997965511486372, 4.5981168702111424e-10];327;0;0.9;True;0
2;True;(2, 2);[0.9999716289935482, 8.315049292164037e-07];328;0;0.9;True;1
2;True;(2, 2);[0.9999545833252356, 2.172340490946969e-10];347;0;0.9;True;2
2;False;(2, 2);[4.568272640311131e-10, 0.9933071486460123];385;0;0.1;False;3
2;True;(2, 2);[1.0, 1.3176514270095466e-10];296;0;0.9;True;4
2;True;(2, 2);[0.999925142169393, 5.602379680079167e-09];372;0;0.9;True;5
2;True;(2, 2);[0.999876633606226, 4.59848523386639e-10];307;0;0.9;True;6
2;True;(2, 2);[0.4972381253863806, 0.00552381727208969];478;0;0.9;True;7
2;True;(2, 2);[0.9999731786297104, 1.6701254812673777e-05];447;0;0.9;True;8
2;True;(2, 2);[0.9999724634116024, 3.77503373865704e-11];250;0;0.9;True;9
2;False;(2, 3);[1.2664165549094176e-14, 1.0];357;0;1.0;True;0
2;False;(2, 3);[4.193723667723709e-13, 0.9999833109787883];231;0;1.0;True;1
2;False;(2, 3);[0, 1.0];548;0;1.0;True;2
2;False;(2, 3);[4.1937956583795446e-13, 1.0];344;0;1.0;True;3
2;False;(2, 3);[1.2664165549094176e-14, 1.0];295;0;1.0;True;4
2;False;(2, 3);[2.5436510924469806e-13, 0.9999938011552557];238;0;1.0;True;5
2;False;(2, 3);[3.2659818345818147e-13, 0.9999545833252356];197;0;1.0;True;6
2;False;(2, 3);[2.6810038677818034e-14, 1.0];326;0;1.0;True;7
2;False;(2, 3);[9.862862046580453e-15, 1.0];387;0;1.0;True;8
2;False;(2, 3);[8.533047625744066e-17, 0.9999985694905718];466;0;1.0;True;9
0;True;(3, 0);[1.0, 3.2661313427874473e-13];486;0;1.0;True;0
0;True;(3, 0);[1.0, 1.2015425731771786e-13];365;0;1.0;True;1
0;True;(3, 0);[1.0, 4.658886145103398e-15];480;0;1.0;True;2
0;True;(3, 0);[1.0, 1.2664165549094176e-14];421;0;1.0;True;3
0;True;(3, 0);[1.0, 5.675685232632723e-14];423;0;1.0;True;4
0;True;(3, 0);[1.0, 2.6810038677818034e-14];454;0;1.0;True;5
0;True;(3, 0);[1.0, 1.2015425731771786e-13];511;0;1.0;True;6
0;True;(3, 0);[1.0, 0];473;0;1.0;True;7
0;True;(3, 0);[1.0, 1.626111044617819e-14];400;0;1.0;True;8
0;True;(3, 0);[1.0, 0];433;0;1.0;True;9
0;False;(3, 1);[0, 1.0];485;0;1.0;True;0
0;False;(3, 1);[0, 1.0];439;0;1.0;True;1
0;False;(3, 1);[0, 1.0];524;0;1.0;True;2
0;False;(3, 1);[0, 1.0];547;0;1.0;True;3
0;False;(3, 1);[5.454994842887922e-18, 1.0];443;0;1.0;True;4
0;False;(3, 1);[1.0956650033262367e-16, 1.0];509;0;1.0;True;5
0;False;(3, 1);[0, 1.0];457;0;1.0;True;6
0;False;(3, 1);[0, 1.0];480;0;1.0;True;7
0;False;(3, 1);[0, 1.0];567;0;1.0;True;8
0;False;(3, 1);[0, 1.0];533;0;1.0;True;9
0;False;(3, 2);[1.334793228597603e-15, 1.0];471;0;1.0;True;0
0;False;(3, 2);[0, 1.0];433;0;1.0;True;1
0;False;(3, 2);[0, 1.0];478;0;1.0;True;2
0;False;(3, 2);[0, 1.0];462;0;1.0;True;3
0;False;(3, 2);[0, 1.0];499;0;1.0;True;4
0;False;(3, 2);[0, 1.0];424;0;1.0;True;5
0;False;(3, 2);[0, 1.0];447;0;1.0;True;6
0;False;(3, 2);[0, 1.0];469;0;1.0;True;7
0;False;(3, 2);[0, 1.0];498;0;1.0;True;8
0;False;(3, 2);[0, 1.0];450;0;1.0;True;9
0;False;(3, 3);[0, 1.0];419;0;1.0;True;0
0;False;(3, 3);[0, 1.0];253;0;1.0;True;1
0;False;(3, 3);[0, 1.0];417;0;1.0;True;2
0;False;(3, 3);[0, 1.0];481;0;1.0;True;3
0;False;(3, 3);[0, 1.0];392;0;1.0;True;4
0;False;(3, 3);[0, 1.0];431;0;1.0;True;5
0;False;(3, 3);[0, 1.0];430;0;1.0;True;6
0;False;(3, 3);[0, 1.0];457;0;1.0;True;7
0;False;(3, 3);[0, 1.0];402;0;1.0;True;8
0;False;(3, 3);[0, 1.0];533;0;1.0;True;9
1;False;(4, 0);[0, 1.0];365;0;1.0;True;0
1;False;(4, 0);[0, 0.9999998807907247];347;0;1.0;True;1
1;False;(4, 0);[0, 0.9999995231630692];302;0;1.0;True;2
1;False;(4, 0);[0, 0.9999996423722521];464;0;1.0;True;3
1;False;(4, 0);[0, 0.9999997615814777];438;0;1.0;True;4
1;False;(4, 0);[3.628344178047045e-15, 1.0];351;0;1.0;True;5
1;False;(4, 0);[0, 0.9999998807907247];447;0;1.0;True;6
1;False;(4, 0);[0, 0.9999995231630692];346;0;1.0;True;7
1;False;(4, 0);[0, 0.9999996423722521];330;0;1.0;True;8
1;False;(4, 0);[0, 0.9999995231630692];320;0;1.0;True;9
1;False;(4, 1);[6.134937789478057e-06, 0.9984903510502299];489;0;0.7;False;0
1;True;(4, 1);[0.496866666697911, 0.0007470089984985666];402;0;0.3;True;1
1;True;(4, 1);[0.22859236239040975, 0.01138094493141714];407;0;0.3;True;2
1;False;(4, 1);[6.223859710699269e-11, 0.9999545833252356];430;0;0.7;False;3
1;True;(4, 1);[0.10951794931945802, 0.014821646224397257];397;0;0.3;True;4
1;False;(4, 1);[1.3686207500515932e-06, 0.9982946440589057];437;0;0.7;False;5
1;False;(4, 1);[0.0463573524784824, 0.34253707806140826];514;0;0.7;False;6
1;False;(4, 1);[0.036743159544571885, 0.738006131695666];446;0;0.7;False;7
1;False;(4, 1);[0.0001261058674027307, 0.6197813539281264];471;0;0.7;False;8
1;False;(4, 1);[0.03392752288740175, 0.6814525542849388];450;0;0.7;False;9
1;False;(4, 2);[0, 1.0];350;0;1.0;True;0
1;False;(4, 2);[0, 1.0];388;0;1.0;True;1
1;False;(4, 2);[0, 1.0];299;0;1.0;True;2
1;False;(4, 2);[0, 1.0];354;0;1.0;True;3
1;False;(4, 2);[0, 0.9999998807907247];322;0;1.0;True;4
1;False;(4, 2);[0, 0.9999998807907247];344;0;1.0;True;5
1;False;(4, 2);[0, 1.0];394;0;1.0;True;6
1;False;(4, 2);[0, 1.0];329;0;1.0;True;7
1;False;(4, 2);[0, 1.0];367;0;1.0;True;8
1;False;(4, 2);[0, 1.0];383;0;1.0;True;9
1;False;(4, 3);[0, 0.9999995231630692];212;0;1.0;True;0
1;False;(4, 3);[0, 1.0];310;0;1.0;True;1
1;False;(4, 3);[0, 1.0];509;0;1.0;True;2
1;False;(4, 3);[0.006691000508052498, 0.993032584458453];467;0;1.0;True;3
1;False;(4, 3);[0, 0.9999986886995842];404;0;1.0;True;4
1;False;(4, 3);[5.384940217754036e-13, 1.0];359;0;1.0;True;5
1;False;(4, 3);[7.991959892953932e-11, 1.0];526;0;1.0;True;6
1;False;(4, 3);[1.9810087980489796e-13, 1.0];378;0;1.0;True;7
1;False;(4, 3);[3.3979567130255994e-09, 0.9999084556470166];458;0;1.0;True;8
1;False;(4, 3);[0, 0.9999991655356624];375;0;1.0;True;9
2;False;(5, 0);[0, 1.0];408;0;1.0;True;0
2;False;(5, 0);[0, 1.0];223;0;1.0;True;1
2;False;(5, 0);[0, 1.0];414;0;1.0;True;2
2;False;(5, 0);[0, 1.0];275;0;1.0;True;3
2;False;(5, 0);[0, 1.0];321;0;1.0;True;4
2;False;(5, 0);[0, 1.0];381;0;1.0;True;5
2;False;(5, 0);[0, 1.0];289;0;1.0;True;6
2;False;(5, 0);[0, 1.0];402;0;1.0;True;7
2;False;(5, 0);[0, 1.0];303;0;1.0;True;8
2;False;(5, 0);[0, 1.0];343;0;1.0;True;9
2;False;(5, 1);[0, 1.0];265;0;1.0;True;0
2;False;(5, 1);[0, 1.0];311;0;1.0;True;1
2;False;(5, 1);[0, 1.0];505;0;1.0;True;2
2;False;(5, 1);[0, 1.0];406;0;1.0;True;3
2;False;(5, 1);[0, 1.0];296;0;1.0;True;4
2;False;(5, 1);[0, 1.0];513;0;1.0;True;5
2;False;(5, 1);[0, 1.0];360;0;1.0;True;6
2;False;(5, 1);[0, 1.0];463;0;1.0;True;7
2;False;(5, 1);[0, 1.0];349;0;1.0;True;8
2;False;(5, 1);[0, 1.0];410;0;1.0;True;9
2;True;(5, 2);[1.0, 1.5428112031918877e-13];414;0;1.0;True;0
2;True;(5, 2);[1.0, 3.0988191387218256e-12];387;0;1.0;True;1
2;True;(5, 2);[1.0, 8.878265478459658e-13];199;0;1.0;True;2
2;True;(5, 2);[1.0, 8.423463754468647e-12];386;0;1.0;True;3
2;True;(5, 2);[1.0, 1.3887943864964021e-11];340;0;1.0;True;4
2;True;(5, 2);[1.0, 6.914400106940203e-13];361;0;1.0;True;5
2;True;(5, 2);[1.0, 0];370;0;1.0;True;6
2;True;(5, 2);[1.0, 4.420228103641173e-14];367;0;1.0;True;7
2;True;(5, 2);[1.0, 1.5428112031918877e-13];270;0;1.0;True;8
2;True;(5, 2);[1.0, 2.0879679116459336e-14];205;0;1.0;True;9
2;False;(5, 3);[0, 1.0];311;0;1.0;True;0
2;False;(5, 3);[0, 1.0];436;0;1.0;True;1
2;False;(5, 3);[0, 1.0];341;0;1.0;True;2
2;False;(5, 3);[0, 1.0];419;0;1.0;True;3
2;False;(5, 3);[0, 1.0];317;0;1.0;True;4
2;False;(5, 3);[0, 1.0];310;0;1.0;True;5
2;False;(5, 3);[0, 1.0];442;0;1.0;True;6
2;False;(5, 3);[0, 1.0];409;0;1.0;True;7
2;False;(5, 3);[0, 1.0];305;0;1.0;True;8
2;False;(5, 3);[0, 1.0];345;0;1.0;True;9
3;False;(6, 0);[0, 1.0];626;0;1.0;True;0
3;False;(6, 0);[0, 1.0];543;0;1.0;True;1
3;False;(6, 0);[0, 1.0];640;0;1.0;True;2
3;False;(6, 0);[0, 1.0];542;0;1.0;True;3
3;False;(6, 0);[0, 1.0];563;0;1.0;True;4
3;False;(6, 0);[0, 1.0];494;0;1.0;True;5
3;False;(6, 0);[0, 1.0];717;0;1.0;True;6
3;False;(6, 0);[0, 1.0];625;0;1.0;True;7
3;False;(6, 0);[0, 1.0];571;0;1.0;True;8
3;False;(6, 0);[0, 1.0];627;0;1.0;True;9
3;False;(6, 1);[6.305116760146989e-16, 1.0];691;0;0.9;True;0
3;False;(6, 1);[0, 1.0];705;0;0.9;True;1
3;False;(6, 1);[0, 1.0];514;0;0.9;True;2
3;True;(6, 1);[0.0015011375707647834, 2.7494280558141692e-05];680;0;0.1;False;3
3;False;(6, 1);[0, 1.0];596;0;0.9;True;4
3;False;(6, 1);[0, 1.0];558;0;0.9;True;5
3;False;(6, 1);[0, 1.0];513;0;0.9;True;6
3;False;(6, 1);[0, 1.0];813;0;0.9;True;7
3;False;(6, 1);[0, 1.0];585;0;0.9;True;8
3;False;(6, 1);[0, 1.0];571;0;0.9;True;9
3;False;(6, 2);[0, 1.0];510;0;1.0;True;0
3;False;(6, 2);[0, 1.0];641;0;1.0;True;1
3;False;(6, 2);[0, 1.0];532;0;1.0;True;2
3;False;(6, 2);[0, 1.0];629;0;1.0;True;3
3;False;(6, 2);[0, 1.0];509;0;1.0;True;4
3;False;(6, 2);[0, 1.0];629;0;1.0;True;5
3;False;(6, 2);[0, 1.0];535;0;1.0;True;6
3;False;(6, 2);[0, 1.0];460;0;1.0;True;7
3;False;(6, 2);[0, 1.0];581;0;1.0;True;8
3;False;(6, 2);[0, 1.0];510;0;1.0;True;9
3;True;(6, 3);[1.0, 1.713908431542013e-15];490;0;1.0;True;0
3;True;(6, 3);[1.0, 1.1399918530443554e-12];570;0;1.0;True;1
3;True;(6, 3);[1.0, 1.5428112031918877e-13];579;0;1.0;True;2
3;True;(6, 3);[1.0, 1.1399918530443554e-12];589;0;1.0;True;3
3;True;(6, 3);[1.0, 2.0879679116459336e-14];581;0;1.0;True;4
3;True;(6, 3);[1.0, 4.1937956583795446e-13];572;0;1.0;True;5
3;True;(6, 3);[1.0, 1.1399918530443554e-12];581;0;1.0;True;6
3;True;(6, 3);[1.0, 4.1937956583795446e-13];557;0;1.0;True;7
3;True;(6, 3);[1.0, 2.289734845645553e-11];727;0;1.0;True;8
3;True;(6, 3);[1.0, 1.1399918530443554e-12];593;0;1.0;True;9
0;True;(7, 0);[1.0, 1.3887943864964021e-11];364;0;1.0;True;0
0;True;(7, 0);[0.9999991655356624, 1.026187963170189e-10];310;0;1.0;True;1
0;True;(7, 0);[1.0, 3.97896253583724e-12];288;0;1.0;True;2
0;True;(7, 0);[1.0, 3.97896253583724e-12];352;0;1.0;True;3
0;True;(7, 0);[0.9999995231630692, 3.97896253583724e-12];354;0;1.0;True;4
0;True;(7, 0);[0.9999995231630692, 2.289734845645553e-11];338;0;1.0;True;5
0;True;(7, 0);[1.0, 6.914400106940203e-13];303;0;1.0;True;6
0;True;(7, 0);[1.0, 2.413362771833214e-12];324;0;1.0;True;7
0;True;(7, 0);[1.0, 1.1399918530443554e-12];350;0;1.0;True;8
0;True;(7, 0);[0.9999985694905718, 1.1399896786845267e-12];362;0;1.0;True;9
0;False;(7, 1);[0, 1.0];443;0;1.0;True;0
0;False;(7, 1);[0, 1.0];371;0;1.0;True;1
0;False;(7, 1);[0, 1.0];426;0;1.0;True;2
0;False;(7, 1);[0, 1.0];392;0;1.0;True;3
0;False;(7, 1);[0, 1.0];365;0;1.0;True;4
0;False;(7, 1);[0, 1.0];377;0;1.0;True;5
0;False;(7, 1);[0, 1.0];362;0;1.0;True;6
0;False;(7, 1);[0, 1.0];423;0;1.0;True;7
0;False;(7, 1);[0, 1.0];398;0;1.0;True;8
0;False;(7, 1);[0, 1.0];363;0;1.0;True;9
0;False;(7, 2);[0, 1.0];355;0;1.0;True;0
0;False;(7, 2);[0, 1.0];442;0;1.0;True;1
0;False;(7, 2);[0, 1.0];377;0;1.0;True;2
0;False;(7, 2);[0, 1.0];453;0;1.0;True;3
0;False;(7, 2);[0, 1.0];645;0;1.0;True;4
0;False;(7, 2);[0, 1.0];656;0;1.0;True;5
0;False;(7, 2);[0, 1.0];593;0;1.0;True;6
0;False;(7, 2);[0, 1.0];678;0;1.0;True;7
0;False;(7, 2);[0, 1.0];601;0;1.0;True;8
0;False;(7, 2);[0, 1.0];438;0;1.0;True;9
0;False;(7, 3);[0, 1.0];390;0;1.0;True;0
0;False;(7, 3);[0, 1.0];534;0;1.0;True;1
0;False;(7, 3);[0, 1.0];397;0;1.0;True;2
0;False;(7, 3);[7.681204685202095e-15, 0.9999998807907247];435;0;1.0;True;3
0;False;(7, 3);[0, 1.0];413;0;1.0;True;4
0;False;(7, 3);[0, 1.0];407;0;1.0;True;5
0;False;(7, 3);[0, 1.0];401;0;1.0;True;6
0;False;(7, 3);[0, 1.0];470;0;1.0;True;7
0;False;(7, 3);[0, 1.0];364;0;1.0;True;8
0;False;(7, 3);[0, 1.0];398;0;1.0;True;9
0;True;(8, 0);[0.9999998807907247, 7.287724095819692e-14];210;0;1.0;True;0
0;True;(8, 0);[1.0, 3.2661313427874473e-13];178;0;1.0;True;1
0;True;(8, 0);[1.0, 2.825757287115611e-15];169;0;1.0;True;2
0;True;(8, 0);[0.9999998807907247, 1.626111044617819e-14];216;0;1.0;True;3
0;True;(8, 0);[0.9999991655356624, 5.675685232632723e-14];197;0;1.0;True;4
0;True;(8, 0);[1.0, 2.543665647376923e-13];320;0;1.0;True;5
0;True;(8, 0);[1.0, 5.109089028063325e-12];342;0;1.0;True;6
0;True;(8, 0);[0.9999724634116024, 1.5427700062381816e-13];226;0;1.0;True;7
0;True;(8, 0);[0.9999998807907247, 9.357622968840175e-14];178;0;1.0;True;8
0;True;(8, 0);[0.9999998807907247, 3.2661313427874473e-13];231;0;1.0;True;9
0;False;(8, 1);[0, 1.0];377;0;1.0;True;0
0;False;(8, 1);[0, 1.0];298;0;1.0;True;1
0;False;(8, 1);[0, 1.0];394;0;1.0;True;2
0;False;(8, 1);[0, 1.0];415;0;1.0;True;3
0;False;(8, 1);[0, 1.0];322;0;1.0;True;4
0;False;(8, 1);[0, 1.0];328;0;1.0;True;5
0;False;(8, 1);[0, 1.0];483;0;1.0;True;6
0;False;(8, 1);[0, 1.0];433;0;1.0;True;7
0;False;(8, 1);[0, 1.0];288;0;1.0;True;8
0;False;(8, 1);[0, 1.0];413;0;1.0;True;9
0;False;(8, 2);[0, 1.0];444;0;1.0;True;0
0;False;(8, 2);[0, 1.0];398;0;1.0;True;1
0;False;(8, 2);[0, 1.0];537;0;1.0;True;2
0;False;(8, 2);[0, 1.0];391;0;1.0;True;3
0;False;(8, 2);[0, 1.0];355;0;1.0;True;4
0;False;(8, 2);[0, 1.0];409;0;1.0;True;5
0;False;(8, 2);[4.0307262913476244e-17, 1.0];279;0;1.0;True;6
0;False;(8, 2);[0, 1.0];523;0;1.0;True;7
0;False;(8, 2);[0, 1.0];482;0;1.0;True;8
0;False;(8, 2);[0, 1.0];428;0;1.0;True;9
0;False;(8, 3);[3.8242466280971355e-16, 1.0];354;0;1.0;True;0
0;False;(8, 3);[0, 1.0];380;0;1.0;True;1
0;False;(8, 3);[2.3195228302435696e-16, 1.0];359;0;1.0;True;2
0;False;(8, 3);[0, 1.0];351;0;1.0;True;3
0;False;(8, 3);[2.825757287115611e-15, 1.0];369;0;1.0;True;4
0;False;(8, 3);[0, 0.9999977350285647];302;0;1.0;True;5
0;False;(8, 3);[0, 0.9999963045256735];284;0;1.0;True;6
0;False;(8, 3);[0, 1.0];479;0;1.0;True;7
0;False;(8, 3);[1.039538011670222e-15, 1.0];312;0;1.0;True;8
0;False;(8, 3);[1.713908431542013e-15, 1.0];310;0;1.0;True;9
3;False;(9, 0);[0, 1.0];697;0;1.0;True;0
3;False;(9, 0);[0, 1.0];381;0;1.0;True;1
3;False;(9, 0);[0, 1.0];639;0;1.0;True;2
3;False;(9, 0);[0, 1.0];832;0;1.0;True;3
3;False;(9, 0);[0, 1.0];627;0;1.0;True;4
3;False;(9, 0);[0, 1.0];680;0;1.0;True;5
3;False;(9, 0);[0, 1.0];650;0;1.0;True;6
3;False;(9, 0);[0, 1.0];592;0;1.0;True;7
3;False;(9, 0);[0, 1.0];447;0;1.0;True;8
3;False;(9, 0);[0, 1.0];514;0;1.0;True;9
3;False;(9, 1);[0, 0.9999998807907247];470;0;1.0;True;0
3;False;(9, 1);[0, 0.9999545833252356];606;0;1.0;True;1
3;False;(9, 1);[0, 0.9999898673126559];566;0;1.0;True;2
3;False;(9, 1);[0, 0.9999998807907247];736;0;1.0;True;3
3;False;(9, 1);[0, 1.0];597;0;1.0;True;4
3;False;(9, 1);[0, 1.0];769;0;1.0;True;5
3;False;(9, 1);[0, 1.0];559;0;1.0;True;6
3;False;(9, 1);[0, 1.0];691;0;1.0;True;7
3;False;(9, 1);[0, 0.9999995231630692];579;0;1.0;True;8
3;False;(9, 1);[0, 0.9999997615814777];645;0;1.0;True;9
3;False;(9, 2);[0, 0.9999963045256735];598;0;1.0;True;0
3;False;(9, 2);[0, 0.9999995231630692];642;0;1.0;True;1
3;False;(9, 2);[0, 0.9999991655356624];577;0;1.0;True;2
3;False;(9, 2);[0, 0.9999998807907247];489;0;1.0;True;3
3;False;(9, 2);[0, 0.9999977350285647];609;0;1.0;True;4
3;False;(9, 2);[0, 0.9999991655356624];645;0;1.0;True;5
3;False;(9, 2);[0, 0.9999996423722521];454;0;1.0;True;6
3;False;(9, 2);[0, 0.9999977350285647];590;0;1.0;True;7
3;False;(9, 2);[0, 0.9999998807907247];418;0;1.0;True;8
3;False;(9, 2);[0, 0.9999991655356624];560;0;1.0;True;9
3;True;(9, 3);[0.9999938011552557, 6.56016263049471e-12];451;0;1.0;True;0
3;True;(9, 3);[1.0, 2.413362771833214e-12];392;0;1.0;True;1
3;True;(9, 3);[0.9999938011552557, 2.7894521314501314e-10];514;0;1.0;True;2
3;True;(9, 3);[0.9999833109787883, 1.3176288082178553e-10];663;0;1.0;True;3
3;True;(9, 3);[0.9999963045256735, 1.0815900297821705e-11];396;0;1.0;True;4
3;True;(9, 3);[0.9999963045256735, 1.0815900297821705e-11];534;0;1.0;True;5
3;True;(9, 3);[0.9999963045256735, 7.991929406104531e-11];532;0;1.0;True;6
3;True;(9, 3);[1.0, 2.543665647376923e-13];386;0;1.0;True;7
3;True;(9, 3);[0.9999938011552557, 1.0815879668148733e-11];395;0;1.0;True;8
3;True;(9, 3);[0.9999963045256735, 3.9789473573286855e-12];444;0;1.0;True;9
3;False;(10, 0);[0, 1.0];407;0;1.0;True;0
3;False;(10, 0);[0, 1.0];450;0;1.0;True;1
3;False;(10, 0);[0, 1.0];345;0;1.0;True;2
3;False;(10, 0);[0, 1.0];308;0;1.0;True;3
3;False;(10, 0);[0, 1.0];306;0;1.0;True;4
3;False;(10, 0);[0, 1.0];354;0;1.0;True;5
