extracted_number;id;correct_answer;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
48;6;48.0;189;0;1.0;True;0
48;6;48.0;154;0;1.0;True;1
48;6;48.0;138;0;1.0;True;2
48;6;48.0;216;0;1.0;True;3
48;6;48.0;188;0;1.0;True;4
48;6;48.0;179;0;1.0;True;5
48;6;48.0;132;0;1.0;True;6
48;6;48.0;223;0;1.0;True;7
48;6;48.0;163;0;1.0;True;8
48;6;48.0;169;0;1.0;True;9
16;7;16.0;116;0;1.0;True;0
16;7;16.0;124;0;1.0;True;1
16;7;16.0;141;0;1.0;True;2
16;7;16.0;123;0;1.0;True;3
16;7;16.0;127;0;1.0;True;4
16;7;16.0;136;0;1.0;True;5
16;7;16.0;134;0;1.0;True;6
16;7;16.0;181;0;1.0;True;7
16;7;16.0;140;0;1.0;True;8
16;7;16.0;118;0;1.0;True;9
41;8;41.0;206;0;0.9;True;0
41;8;41.0;213;0;0.9;True;1
41;8;41.0;228;0;0.9;True;2
41;8;41.0;254;0;0.9;True;3
57;8;41.0;162;0;0.1;False;4
41;8;41.0;215;0;0.9;True;5
41;8;41.0;153;0;0.9;True;6
41;8;41.0;225;0;0.9;True;7
41;8;41.0;187;0;0.9;True;8
41;8;41.0;224;0;0.9;True;9
990.0;9;990.0;325;0;1.0;True;0
990.0;9;990.0;422;0;1.0;True;1
990.0;9;990.0;349;0;1.0;True;2
990.0;9;990.0;323;0;1.0;True;3
990.0;9;990.0;257;0;1.0;True;4
990.0;9;990.0;473;0;1.0;True;5
990.0;9;990.0;322;0;1.0;True;6
990.0;9;990.0;409;0;1.0;True;7
990.0;9;990.0;305;0;1.0;True;8
990.0;9;990.0;308;0;1.0;True;9
121;10;121.0;204;0;1.0;True;0
121;10;121.0;308;0;1.0;True;1
121;10;121.0;243;0;1.0;True;2
121;10;121.0;174;0;1.0;True;3
121;10;121.0;260;0;1.0;True;4
121;10;121.0;250;0;1.0;True;5
121;10;121.0;230;0;1.0;True;6
121;10;121.0;225;0;1.0;True;7
121;10;121.0;246;0;1.0;True;8
121;10;121.0;164;0;1.0;True;9
5;11;5.0;379;0;1.0;True;0
5;11;5.0;375;0;1.0;True;1
5;11;5.0;486;0;1.0;True;2
5;11;5.0;373;0;1.0;True;3
5;11;5.0;452;0;1.0;True;4
5;11;5.0;426;0;1.0;True;5
5;11;5.0;292;0;1.0;True;6
5;11;5.0;313;0;1.0;True;7
5;11;5.0;416;0;1.0;True;8
5;11;5.0;311;0;1.0;True;9
85;12;85.0;152;0;1.0;True;0
85;12;85.0;142;0;1.0;True;1
85;12;85.0;169;0;1.0;True;2
85;12;85.0;146;0;1.0;True;3
85;12;85.0;155;0;1.0;True;4
85;12;85.0;154;0;1.0;True;5
85;12;85.0;181;0;1.0;True;6
85;12;85.0;171;0;1.0;True;7
85;12;85.0;126;0;1.0;True;8
85;12;85.0;142;0;1.0;True;9
35;13;35.0;198;0;0.2;True;0
22.5;13;35.0;217;0;0.4;False;1
22.5;13;35.0;190;0;0.4;False;2
32.5;13;35.0;202;0;0.2;False;3
17.5;13;35.0;160;0;0.1;False;4
;13;35.0;291;0;0.0;False;5
32.5;13;35.0;275;0;0.2;False;6
35;13;35.0;166;0;0.2;True;7
22.5;13;35.0;234;0;0.4;False;8
22.5;13;35.0;381;0;0.4;False;9
5;14;5.0;221;0;0.9;True;0
5;14;5.0;187;0;0.9;True;1
5;14;5.0;252;0;0.9;True;2
5;14;5.0;156;0;0.9;True;3
5;14;5.0;207;0;0.9;True;4
5;14;5.0;208;0;0.9;True;5
5;14;5.0;178;0;0.9;True;6
5;14;5.0;170;0;0.9;True;7
0.8;14;5.0;201;0;0.1;False;8
5;14;5.0;179;0;0.9;True;9
448000;15;448000.0;381;0;0.8;True;0
448000;15;448000.0;291;0;0.8;True;1
450000;15;448000.0;322;0;0.2;False;2
448000;15;448000.0;410;0;0.8;True;3
448000;15;448000.0;457;0;0.8;True;4
448000;15;448000.0;345;0;0.8;True;5
448000;15;448000.0;268;0;0.8;True;6
450000;15;448000.0;331;0;0.2;False;7
448000;15;448000.0;375;0;0.8;True;8
448000;15;448000.0;370;0;0.8;True;9
4800;16;800.0;197;0;0.1;False;0
800;16;800.0;270;0;0.9;True;1
800;16;800.0;307;0;0.9;True;2
800;16;800.0;244;0;0.9;True;3
800;16;800.0;319;0;0.9;True;4
800;16;800.0;187;0;0.9;True;5
800;16;800.0;230;0;0.9;True;6
800;16;800.0;279;0;0.9;True;7
800;16;800.0;285;0;0.9;True;8
800;16;800.0;236;0;0.9;True;9
43;17;43.0;242;0;0.9;True;0
43;17;43.0;284;0;0.9;True;1
43;17;43.0;267;0;0.9;True;2
43;17;43.0;251;0;0.9;True;3
43;17;43.0;355;0;0.9;True;4
43;17;43.0;274;0;0.9;True;5
54;17;43.0;261;0;0.1;False;6
43;17;43.0;298;0;0.9;True;7
43;17;43.0;394;0;0.9;True;8
43;17;43.0;279;0;0.9;True;9
16;18;16.0;321;0;0.9;True;0
16;18;16.0;252;0;0.9;True;1
16;18;16.0;283;0;0.9;True;2
16;18;16.0;268;0;0.9;True;3
16;18;16.0;345;0;0.9;True;4
15;18;16.0;145;0;0.1;False;5
16;18;16.0;254;0;0.9;True;6
16;18;16.0;445;0;0.9;True;7
16;18;16.0;269;0;0.9;True;8
16;18;16.0;261;0;0.9;True;9
16;19;16.0;287;0;1.0;True;0
16;19;16.0;212;0;1.0;True;1
16;19;16.0;242;0;1.0;True;2
16;19;16.0;203;0;1.0;True;3
16;19;16.0;195;0;1.0;True;4
16;19;16.0;240;0;1.0;True;5
16;19;16.0;223;0;1.0;True;6
16;19;16.0;197;0;1.0;True;7
16;19;16.0;254;0;1.0;True;8
16;19;16.0;297;0;1.0;True;9
38;20;38.0;149;0;1.0;True;0
38;20;38.0;161;0;1.0;True;1
38;20;38.0;147;0;1.0;True;2
38;20;38.0;218;0;1.0;True;3
38;20;38.0;163;0;1.0;True;4
38;20;38.0;140;0;1.0;True;5
38;20;38.0;156;0;1.0;True;6
38;20;38.0;129;0;1.0;True;7
38;20;38.0;178;0;1.0;True;8
38;20;38.0;90;0;1.0;True;9
1080;21;1080.0;226;0;1.0;True;0
1080;21;1080.0;301;0;1.0;True;1
1080;21;1080.0;208;0;1.0;True;2
1080;21;1080.0;277;0;1.0;True;3
1080;21;1080.0;238;0;1.0;True;4
1080;21;1080.0;307;0;1.0;True;5
1080;21;1080.0;250;0;1.0;True;6
1080;21;1080.0;212;0;1.0;True;7
1080;21;1080.0;311;0;1.0;True;8
1080;21;1080.0;304;0;1.0;True;9
3;22;7.0;138;0;0.2;False;0
7;22;7.0;302;0;0.6;True;1
7;22;7.0;187;0;0.6;True;2
7;22;7.0;124;0;0.6;True;3
5;22;7.0;270;0;0.1;False;4
3;22;7.0;170;0;0.2;False;5
7;22;7.0;231;0;0.6;True;6
7;22;7.0;142;0;0.6;True;7
7;22;7.0;226;0;0.6;True;8
9;22;7.0;147;0;0.1;False;9
5;23;5.0;180;0;1.0;True;0
5;23;5.0;207;0;1.0;True;1
5;23;5.0;254;0;1.0;True;2
5;23;5.0;221;0;1.0;True;3
5;23;5.0;223;0;1.0;True;4
5;23;5.0;246;0;1.0;True;5
5;23;5.0;220;0;1.0;True;6
5;23;5.0;198;0;1.0;True;7
5;23;5.0;207;0;1.0;True;8
5;23;5.0;244;0;1.0;True;9
62;24;62.0;137;0;1.0;True;0
62;24;62.0;103;0;1.0;True;1
62;24;62.0;134;0;1.0;True;2
62;24;62.0;119;0;1.0;True;3
62;24;62.0;108;0;1.0;True;4
62;24;62.0;128;0;1.0;True;5
62;24;62.0;117;0;1.0;True;6
62;24;62.0;134;0;1.0;True;7
62;24;62.0;131;0;1.0;True;8
62;24;62.0;101;0;1.0;True;9
110;25;110.0;250;0;1.0;True;0
110;25;110.0;201;0;1.0;True;1
110;25;110.0;223;0;1.0;True;2
110;25;110.0;235;0;1.0;True;3
110;25;110.0;222;0;1.0;True;4
110;25;110.0;273;0;1.0;True;5
110;25;110.0;406;0;1.0;True;6
110;25;110.0;202;0;1.0;True;7
110;25;110.0;251;0;1.0;True;8
110;25;110.0;207;0;1.0;True;9
400.0;26;400.0;165;0;1.0;True;0
400;26;400.0;264;0;1.0;True;1
400;26;400.0;178;0;1.0;True;2
400;26;400.0;170;0;1.0;True;3
400;26;400.0;263;0;1.0;True;4
400;26;400.0;211;0;1.0;True;5
400;26;400.0;220;0;1.0;True;6
400;26;400.0;173;0;1.0;True;7
400;26;400.0;231;0;1.0;True;8
400;26;400.0;208;0;1.0;True;9
520;27;400.0;268;0;0.1;False;0
400;27;400.0;271;0;0.9;True;1
400;27;400.0;253;0;0.9;True;2
400;27;400.0;238;0;0.9;True;3
400;27;400.0;261;0;0.9;True;4
400;27;400.0;224;0;0.9;True;5
400;27;400.0;307;0;0.9;True;6
400;27;400.0;305;0;0.9;True;7
400;27;400.0;266;0;0.9;True;8
400;27;400.0;303;0;0.9;True;9
8;28;8.0;165;0;1.0;True;0
8;28;8.0;119;0;1.0;True;1
8;28;8.0;152;0;1.0;True;2
8;28;8.0;157;0;1.0;True;3
8;28;8.0;195;0;1.0;True;4
8;28;8.0;108;0;1.0;True;5
8;28;8.0;106;0;1.0;True;6
8;28;8.0;116;0;1.0;True;7
8;28;8.0;155;0;1.0;True;8
8;28;8.0;157;0;1.0;True;9
1000;29;1000.0;352;0;1.0;True;0
1000;29;1000.0;334;0;1.0;True;1
1000;29;1000.0;268;0;1.0;True;2
1000;29;1000.0;299;0;1.0;True;3
1000;29;1000.0;303;0;1.0;True;4
1000;29;1000.0;246;0;1.0;True;5
1000;29;1000.0;286;0;1.0;True;6
1000;29;1000.0;440;0;1.0;True;7
1000;29;1000.0;297;0;1.0;True;8
1000;29;1000.0;287;0;1.0;True;9
6;30;6.0;192;0;0.9;True;0
6;30;6.0;248;0;0.9;True;1
6;30;6.0;231;0;0.9;True;2
6;30;6.0;312;0;0.9;True;3
6;30;6.0;272;0;0.9;True;4
6;30;6.0;211;0;0.9;True;5
6;30;6.0;241;0;0.9;True;6
6;30;6.0;220;0;0.9;True;7
4;30;6.0;294;0;0.1;False;8
6;30;6.0;343;0;0.9;True;9
1200;31;1200.0;198;0;1.0;True;0
1200;31;1200.0;156;0;1.0;True;1
1200;31;1200.0;222;0;1.0;True;2
1200;31;1200.0;144;0;1.0;True;3
1200;31;1200.0;220;0;1.0;True;4
1200;31;1200.0;207;0;1.0;True;5
1200;31;1200.0;278;0;1.0;True;6
1200;31;1200.0;159;0;1.0;True;7
1200;31;1200.0;244;0;1.0;True;8
1200;31;1200.0;127;0;1.0;True;9
10;32;10.0;186;0;1.0;True;0
10;32;10.0;235;0;1.0;True;1
10;32;10.0;192;0;1.0;True;2
10;32;10.0;283;0;1.0;True;3
10;32;10.0;182;0;1.0;True;4
10;32;10.0;226;0;1.0;True;5
10;32;10.0;204;0;1.0;True;6
10;32;10.0;145;0;1.0;True;7
10;32;10.0;163;0;1.0;True;8
10;32;10.0;265;0;1.0;True;9
34;33;34.0;192;0;0.5;True;0
34;33;34.0;318;0;0.5;True;1
26.0;33;34.0;191;0;0.3;False;2
26;33;34.0;244;0;0.3;False;3
34;33;34.0;186;0;0.5;True;4
10;33;34.0;226;0;0.1;False;5
34;33;34.0;267;0;0.5;True;6
26;33;34.0;231;0;0.3;False;7
34;33;34.0;262;0;0.5;True;8
26.5;33;34.0;267;0;0.1;False;9
5250;34;5250.0;97;0;1.0;True;0
5250;34;5250.0;105;0;1.0;True;1
5250;34;5250.0;105;0;1.0;True;2
5250;34;5250.0;168;0;1.0;True;3
5250;34;5250.0;109;0;1.0;True;4
5250;34;5250.0;106;0;1.0;True;5
5250;34;5250.0;112;0;1.0;True;6
5250;34;5250.0;62;0;1.0;True;7
5250;34;5250.0;100;0;1.0;True;8
5250;34;5250.0;102;0;1.0;True;9
36;35;36.0;176;0;1.0;True;0
36;35;36.0;161;0;1.0;True;1
36;35;36.0;198;0;1.0;True;2
36;35;36.0;184;0;1.0;True;3
36;35;36.0;130;0;1.0;True;4
36;35;36.0;159;0;1.0;True;5
36;35;36.0;199;0;1.0;True;6
36;35;36.0;206;0;1.0;True;7
36;35;36.0;136;0;1.0;True;8
36;35;36.0;191;0;1.0;True;9
15;36;15.0;131;0;1.0;True;0
15;36;15.0;94;0;1.0;True;1
15;36;15.0;108;0;1.0;True;2
15;36;15.0;79;0;1.0;True;3
15;36;15.0;123;0;1.0;True;4
15;36;15.0;127;0;1.0;True;5
15;36;15.0;132;0;1.0;True;6
15;36;15.0;120;0;1.0;True;7
15;36;15.0;115;0;1.0;True;8
15;36;15.0;105;0;1.0;True;9
5;37;5.0;189;0;0.9;True;0
5;37;5.0;333;0;0.9;True;1
5;37;5.0;233;0;0.9;True;2
5.0;37;5.0;211;0;0.9;True;3
5.0;37;5.0;262;0;0.9;True;4
5;37;5.0;265;0;0.9;True;5
4.9;37;5.0;283;0;0.1;False;6
5;37;5.0;228;0;0.9;True;7
5.0;37;5.0;239;0;0.9;True;8
5;37;5.0;227;0;0.9;True;9
8;38;9.0;230;0;0.1;False;0
73;38;9.0;157;0;0.2;False;1
73;38;9.0;151;0;0.2;False;2
9;38;9.0;333;0;0.4;True;3
0.25;38;9.0;251;0;0.1;False;4
9;38;9.0;365;0;0.4;True;5
9;38;9.0;499;0;0.4;True;6
72;38;9.0;227;0;0.2;False;7
9;38;9.0;163;0;0.4;True;8
72;38;9.0;419;0;0.2;False;9
15;39;15.0;251;0;1.0;True;0
15;39;15.0;176;0;1.0;True;1
15;39;15.0;168;0;1.0;True;2
15;39;15.0;166;0;1.0;True;3
15;39;15.0;188;0;1.0;True;4
15;39;15.0;127;0;1.0;True;5
15;39;15.0;143;0;1.0;True;6
15;39;15.0;125;0;1.0;True;7
15;39;15.0;221;0;1.0;True;8
15;39;15.0;166;0;1.0;True;9
476;40;476.0;246;0;0.9;True;0
484.0;40;476.0;271;0;0.1;False;1
476;40;476.0;220;0;0.9;True;2
476.0;40;476.0;395;0;0.9;True;3
476.0;40;476.0;241;0;0.9;True;4
476;40;476.0;249;0;0.9;True;5
476;40;476.0;234;0;0.9;True;6
476;40;476.0;281;0;0.9;True;7
476;40;476.0;240;0;0.9;True;8
476;40;476.0;197;0;0.9;True;9
500;41;500.0;126;0;1.0;True;0
500;41;500.0;133;0;1.0;True;1
500;41;500.0;121;0;1.0;True;2
500;41;500.0;140;0;1.0;True;3
500;41;500.0;132;0;1.0;True;4
500;41;500.0;140;0;1.0;True;5
500;41;500.0;143;0;1.0;True;6
500;41;500.0;139;0;1.0;True;7
500;41;500.0;116;0;1.0;True;8
500;41;500.0;124;0;1.0;True;9
99;42;99.0;228;0;0.8;True;0
99;42;99.0;250;0;0.8;True;1
99;42;99.0;246;0;0.8;True;2
99;42;99.0;274;0;0.8;True;3
99;42;99.0;302;0;0.8;True;4
99;42;99.0;369;0;0.8;True;5
1080.0;42;99.0;370;0;0.1;False;6
78;42;99.0;208;0;0.1;False;7
99;42;99.0;220;0;0.8;True;8
99;42;99.0;293;0;0.8;True;9
60;43;60.0;163;0;1.0;True;0
60;43;60.0;177;0;1.0;True;1
60;43;60.0;196;0;1.0;True;2
60;43;60.0;226;0;1.0;True;3
60;43;60.0;249;0;1.0;True;4
60;43;60.0;216;0;1.0;True;5
60;43;60.0;214;0;1.0;True;6
60;43;60.0;182;0;1.0;True;7
60;43;60.0;188;0;1.0;True;8
60;43;60.0;186;0;1.0;True;9
300;44;300.0;309;0;1.0;True;0
300;44;300.0;275;0;1.0;True;1
300;44;300.0;321;0;1.0;True;2
300;44;300.0;219;0;1.0;True;3
300;44;300.0;283;0;1.0;True;4
300;44;300.0;262;0;1.0;True;5
300;44;300.0;235;0;1.0;True;6
300;44;300.0;239;0;1.0;True;7
300;44;300.0;281;0;1.0;True;8
300;44;300.0;229;0;1.0;True;9
99;45;99.0;170;0;1.0;True;0
99;45;99.0;148;0;1.0;True;1
99;45;99.0;161;0;1.0;True;2
99;45;99.0;170;0;1.0;True;3
99.0;45;99.0;261;0;1.0;True;4
99;45;99.0;188;0;1.0;True;5
99;45;99.0;214;0;1.0;True;6
99;45;99.0;170;0;1.0;True;7
99;45;99.0;167;0;1.0;True;8
99.0;45;99.0;189;0;1.0;True;9
1920;46;1920.0;210;0;1.0;True;0
1920;46;1920.0;165;0;1.0;True;1
1920;46;1920.0;139;0;1.0;True;2
1920;46;1920.0;169;0;1.0;True;3
1920;46;1920.0;239;0;1.0;True;4
1920;46;1920.0;185;0;1.0;True;5
1920;46;1920.0;297;0;1.0;True;6
1920;46;1920.0;209;0;1.0;True;7
1920;46;1920.0;181;0;1.0;True;8
1920;46;1920.0;148;0;1.0;True;9
15;47;15.0;246;0;1.0;True;0
15;47;15.0;247;0;1.0;True;1
15;47;15.0;265;0;1.0;True;2
15;47;15.0;220;0;1.0;True;3
15;47;15.0;224;0;1.0;True;4
15;47;15.0;328;0;1.0;True;5
15;47;15.0;282;0;1.0;True;6
15;47;15.0;326;0;1.0;True;7
15;47;15.0;381;0;1.0;True;8
15;47;15.0;232;0;1.0;True;9
10;48;10.0;68;0;1.0;True;0
10;48;10.0;79;0;1.0;True;1
10;48;10.0;71;0;1.0;True;2
10;48;10.0;75;0;1.0;True;3
10;48;10.0;140;0;1.0;True;4
10;48;10.0;148;0;1.0;True;5
10;48;10.0;93;0;1.0;True;6
10;48;10.0;136;0;1.0;True;7
10;48;10.0;68;0;1.0;True;8
10;48;10.0;182;0;1.0;True;9
48;49;48.0;147;0;1.0;True;0
48;49;48.0;177;0;1.0;True;1
48;49;48.0;93;0;1.0;True;2
48;49;48.0;158;0;1.0;True;3
48;49;48.0;134;0;1.0;True;4
48;49;48.0;139;0;1.0;True;5
48;49;48.0;141;0;1.0;True;6
48;49;48.0;86;0;1.0;True;7
48;49;48.0;79;0;1.0;True;8
48;49;48.0;126;0;1.0;True;9
5;50;5.0;214;0;0.7;True;0
10;50;5.0;353;0;0.2;False;1
5;50;5.0;196;0;0.7;True;2
5;50;5.0;307;0;0.7;True;3
15;50;5.0;496;0;0.1;False;4
5;50;5.0;228;0;0.7;True;5
10;50;5.0;215;0;0.2;False;6
5;50;5.0;275;0;0.7;True;7
5;50;5.0;315;0;0.7;True;8
5;50;5.0;237;0;0.7;True;9
160;51;160.0;278;0;1.0;True;0
160;51;160.0;256;0;1.0;True;1
160;51;160.0;242;0;1.0;True;2
160;51;160.0;227;0;1.0;True;3
160;51;160.0;229;0;1.0;True;4
160;51;160.0;407;0;1.0;True;5
160;51;160.0;169;0;1.0;True;6
160;51;160.0;257;0;1.0;True;7
160;51;160.0;289;0;1.0;True;8
160;51;160.0;354;0;1.0;True;9
5;52;5.0;234;0;1.0;True;0
5;52;5.0;274;0;1.0;True;1
5;52;5.0;186;0;1.0;True;2
5;52;5.0;291;0;1.0;True;3
5;52;5.0;130;0;1.0;True;4
5;52;5.0;238;0;1.0;True;5
5;52;5.0;167;0;1.0;True;6
5;52;5.0;204;0;1.0;True;7
5;52;5.0;422;0;1.0;True;8
5;52;5.0;190;0;1.0;True;9
36;53;36.0;121;0;1.0;True;0
36;53;36.0;208;0;1.0;True;1
36;53;36.0;132;0;1.0;True;2
36;53;36.0;152;0;1.0;True;3
36;53;36.0;183;0;1.0;True;4
36;53;36.0;191;0;1.0;True;5
36;53;36.0;136;0;1.0;True;6
36;53;36.0;131;0;1.0;True;7
36;53;36.0;199;0;1.0;True;8
36;53;36.0;276;0;1.0;True;9
11;54;11.0;194;0;1.0;True;0
11;54;11.0;193;0;1.0;True;1
11;54;11.0;192;0;1.0;True;2
11;54;11.0;171;0;1.0;True;3
11;54;11.0;201;0;1.0;True;4
11;54;11.0;160;0;1.0;True;5
11;54;11.0;125;0;1.0;True;6
11;54;11.0;193;0;1.0;True;7
11;54;11.0;192;0;1.0;True;8
11;54;11.0;146;0;1.0;True;9
75.0;55;75.0;244;0;1.0;True;0
75.0;55;75.0;288;0;1.0;True;1
75.0;55;75.0;219;0;1.0;True;2
75.0;55;75.0;267;0;1.0;True;3
75.0;55;75.0;278;0;1.0;True;4
75.0;55;75.0;219;0;1.0;True;5
75.0;55;75.0;217;0;1.0;True;6
75.0;55;75.0;261;0;1.0;True;7
75.0;55;75.0;179;0;1.0;True;8
75.0;55;75.0;291;0;1.0;True;9
45;56;45.0;203;0;1.0;True;0
45;56;45.0;166;0;1.0;True;1
45;56;45.0;237;0;1.0;True;2
45;56;45.0;210;0;1.0;True;3
45;56;45.0;184;0;1.0;True;4
45;56;45.0;301;0;1.0;True;5
45;56;45.0;174;0;1.0;True;6
45;56;45.0;208;0;1.0;True;7
45;56;45.0;208;0;1.0;True;8
45;56;45.0;145;0;1.0;True;9
2.67;57;2.0;258;0;0.3;False;0
2.67;57;2.0;228;0;0.3;False;1
2.67;57;2.0;189;0;0.3;False;2
2;57;2.0;266;0;0.6;True;3
2.667;57;2.0;216;0;0.1;False;4
2;57;2.0;258;0;0.6;True;5
2;57;2.0;286;0;0.6;True;6
2;57;2.0;185;0;0.6;True;7
2;57;2.0;309;0;0.6;True;8
2;57;2.0;235;0;0.6;True;9
320;58;320.0;339;0;1.0;True;0
320;58;320.0;333;0;1.0;True;1
320;58;320.0;228;0;1.0;True;2
320;58;320.0;340;0;1.0;True;3
320;58;320.0;271;0;1.0;True;4
320;58;320.0;302;0;1.0;True;5
320.0;58;320.0;329;0;1.0;True;6
320;58;320.0;299;0;1.0;True;7
320;58;320.0;269;0;1.0;True;8
320;58;320.0;208;0;1.0;True;9
120;59;120.0;219;0;1.0;True;0
120;59;120.0;203;0;1.0;True;1
120;59;120.0;164;0;1.0;True;2
120;59;120.0;180;0;1.0;True;3
120;59;120.0;214;0;1.0;True;4
120;59;120.0;139;0;1.0;True;5
120;59;120.0;124;0;1.0;True;6
120;59;120.0;161;0;1.0;True;7
120;59;120.0;179;0;1.0;True;8
120;59;120.0;202;0;1.0;True;9
96;60;96.0;174;0;1.0;True;0
96;60;96.0;362;0;1.0;True;1
96;60;96.0;221;0;1.0;True;2
96;60;96.0;256;0;1.0;True;3
96;60;96.0;202;0;1.0;True;4
96;60;96.0;94;0;1.0;True;5
96;60;96.0;230;0;1.0;True;6
96;60;96.0;299;0;1.0;True;7
96;60;96.0;294;0;1.0;True;8
96;60;96.0;171;0;1.0;True;9
200;61;200.0;292;0;1.0;True;0
200;61;200.0;348;0;1.0;True;1
200;61;200.0;295;0;1.0;True;2
200;61;200.0;314;0;1.0;True;3
200;61;200.0;282;0;1.0;True;4
200;61;200.0;253;0;1.0;True;5
200;61;200.0;351;0;1.0;True;6
200;61;200.0;329;0;1.0;True;7
200;61;200.0;398;0;1.0;True;8
200;61;200.0;397;0;1.0;True;9
15;62;15.0;213;0;1.0;True;0
15;62;15.0;263;0;1.0;True;1
15;62;15.0;205;0;1.0;True;2
15;62;15.0;188;0;1.0;True;3
15;62;15.0;239;0;1.0;True;4
15;62;15.0;257;0;1.0;True;5
15;62;15.0;220;0;1.0;True;6
15;62;15.0;249;0;1.0;True;7
15;62;15.0;210;0;1.0;True;8
15;62;15.0;182;0;1.0;True;9
31;63;59.0;169;0;0.3;False;0
30;63;59.0;348;0;0.1;False;1
29;63;59.0;142;0;0.2;False;2
1;63;59.0;198;0;0.1;False;3
29;63;59.0;211;0;0.2;False;4
31;63;59.0;196;0;0.3;False;5
0;63;59.0;166;0;0.1;False;6
31;63;59.0;209;0;0.3;False;7
17;63;59.0;120;0;0.1;False;8
18;63;59.0;248;0;0.1;False;9
840;64;840.0;334;0;1.0;True;0
840;64;840.0;323;0;1.0;True;1
840;64;840.0;262;0;1.0;True;2
840;64;840.0;388;0;1.0;True;3
840;64;840.0;270;0;1.0;True;4
840;64;840.0;362;0;1.0;True;5
840.0;64;840.0;385;0;1.0;True;6
840;64;840.0;314;0;1.0;True;7
840;64;840.0;265;0;1.0;True;8
840;64;840.0;262;0;1.0;True;9
558;65;558.0;155;0;0.9;True;0
558;65;558.0;170;0;0.9;True;1
558;65;558.0;163;0;0.9;True;2
558;65;558.0;380;0;0.9;True;3
558;65;558.0;132;0;0.9;True;4
558;65;558.0;189;0;0.9;True;5
558;65;558.0;167;0;0.9;True;6
558;65;558.0;116;0;0.9;True;7
558;65;558.0;136;0;0.9;True;8
528;65;558.0;76;0;0.1;False;9
520;66;520.0;388;0;1.0;True;0
520;66;520.0;279;0;1.0;True;1
520;66;520.0;187;0;1.0;True;2
520;66;520.0;286;0;1.0;True;3
520;66;520.0;231;0;1.0;True;4
520;66;520.0;336;0;1.0;True;5
520;66;520.0;293;0;1.0;True;6
520;66;520.0;314;0;1.0;True;7
520;66;520.0;309;0;1.0;True;8
520;66;520.0;296;0;1.0;True;9
6.0;67;6.0;458;0;1.0;True;0
6.0;67;6.0;407;0;1.0;True;1
6.0;67;6.0;540;0;1.0;True;2
6.0;67;6.0;513;0;1.0;True;3
6.0;67;6.0;316;0;1.0;True;4
6.0;67;6.0;403;0;1.0;True;5
6.0;67;6.0;397;0;1.0;True;6
6.0;67;6.0;358;0;1.0;True;7
6.0;67;6.0;428;0;1.0;True;8
6.0;67;6.0;426;0;1.0;True;9
90;68;90.0;312;0;1.0;True;0
90;68;90.0;368;0;1.0;True;1
