extracted_number;id;correct_answer;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
2;13;2;228;0;1.0;True;9
7;14;7;216;0;1.0;True;0
7;14;7;197;0;1.0;True;1
7;14;7;236;0;1.0;True;2
7;14;7;201;0;1.0;True;3
7;14;7;229;0;1.0;True;4
7;14;7;259;0;1.0;True;5
7;14;7;207;0;1.0;True;6
7;14;7;198;0;1.0;True;7
7;14;7;207;0;1.0;True;8
7;14;7;254;0;1.0;True;9
70;15;70;179;0;1.0;True;0
70;15;70;229;0;1.0;True;1
70;15;70;186;0;1.0;True;2
70;15;70;183;0;1.0;True;3
70;15;70;292;0;1.0;True;4
70;15;70;231;0;1.0;True;5
70;15;70;278;0;1.0;True;6
70;15;70;177;0;1.0;True;7
70;15;70;246;0;1.0;True;8
70;15;70;171;0;1.0;True;9
345;16;345;202;0;1.0;True;0
345;16;345;177;0;1.0;True;1
345;16;345;178;0;1.0;True;2
345;16;345;186;0;1.0;True;3
345;16;345;191;0;1.0;True;4
345;16;345;220;0;1.0;True;5
345;16;345;197;0;1.0;True;6
345;16;345;258;0;1.0;True;7
345;16;345;229;0;1.0;True;8
345;16;345;183;0;1.0;True;9
31;17;266;2965;0;0.1;False;0
47;17;266;3423;0;0.8;False;1
47;17;266;3479;0;0.8;False;2
47;17;266;3206;0;0.8;False;3
29;17;266;3244;0;0.1;False;4
47;17;266;2720;0;0.8;False;5
47;17;266;2496;0;0.8;False;6
47;17;266;3266;0;0.8;False;7
47;17;266;2479;0;0.8;False;8
47;17;266;3391;0;0.8;False;9
54;18;54;186;0;1.0;True;0
54;18;54;199;0;1.0;True;1
54;18;54;154;0;1.0;True;2
54;18;54;206;0;1.0;True;3
54;18;54;260;0;1.0;True;4
54;18;54;166;0;1.0;True;5
54;18;54;169;0;1.0;True;6
54;18;54;150;0;1.0;True;7
54;18;54;160;0;1.0;True;8
54;18;54;172;0;1.0;True;9
807;19;807;155;0;1.0;True;0
807;19;807;163;0;1.0;True;1
807;19;807;164;0;1.0;True;2
807;19;807;161;0;1.0;True;3
807;19;807;163;0;1.0;True;4
807;19;807;188;0;1.0;True;5
807;19;807;173;0;1.0;True;6
807;19;807;170;0;1.0;True;7
807;19;807;170;0;1.0;True;8
807;19;807;172;0;1.0;True;9
3;20;3;216;0;1.0;True;0
3;20;3;220;0;1.0;True;1
3;20;3;214;0;1.0;True;2
3;20;3;214;0;1.0;True;3
3;20;3;241;0;1.0;True;4
3;20;3;232;0;1.0;True;5
3;20;3;221;0;1.0;True;6
3;20;3;220;0;1.0;True;7
3;20;3;275;0;1.0;True;8
3;20;3;231;0;1.0;True;9
12;21;12;237;0;1.0;True;0
12;21;12;168;0;1.0;True;1
12;21;12;350;0;1.0;True;2
12;21;12;368;0;1.0;True;3
12;21;12;344;0;1.0;True;4
12;21;12;330;0;1.0;True;5
12;21;12;167;0;1.0;True;6
12;21;12;343;0;1.0;True;7
12;21;12;313;0;1.0;True;8
12;21;12;431;0;1.0;True;9
10;22;23;379;0;0.8;False;0
10;22;23;2358;0;0.8;False;1
10;22;23;1642;0;0.8;False;2
10;22;23;1847;0;0.8;False;3
13;22;23;2282;0;0.1;False;4
10;22;23;2330;0;0.8;False;5
10;22;23;1239;0;0.8;False;6
;22;23;589;0;0.0;False;7
10;22;23;1333;0;0.8;False;8
10;22;23;947;0;0.8;False;9
31;23;31;224;0;1.0;True;0
31;23;31;129;0;1.0;True;1
31;23;31;241;0;1.0;True;2
31;23;31;218;0;1.0;True;3
31;23;31;242;0;1.0;True;4
31;23;31;199;0;1.0;True;5
31;23;31;204;0;1.0;True;6
31;23;31;206;0;1.0;True;7
31;23;31;188;0;1.0;True;8
31;23;31;195;0;1.0;True;9
1201565;24;1201565;2199;0;0.9;True;0
1201565;24;1201565;249;0;0.9;True;1
1201565;24;1201565;3432;0;0.9;True;2
1201565;24;1201565;618;0;0.9;True;3
1201565;24;1201565;3672;0;0.9;True;4
1201565;24;1201565;192;0;0.9;True;5
1201565;24;1201565;265;0;0.9;True;6
1101565;24;1201565;1420;0;0.1;False;7
1201565;24;1201565;292;0;0.9;True;8
1201565;24;1201565;2839;0;0.9;True;9
89;25;89;209;0;1.0;True;0
89;25;89;201;0;1.0;True;1
89;25;89;239;0;1.0;True;2
89;25;89;205;0;1.0;True;3
89;25;89;180;0;1.0;True;4
89;25;89;290;0;1.0;True;5
89;25;89;221;0;1.0;True;6
89;25;89;209;0;1.0;True;7
89;25;89;188;0;1.0;True;8
89;25;89;193;0;1.0;True;9
17;26;574;446;0;0.8;False;0
557;26;574;1524;0;0.1;False;1
17;26;574;896;0;0.8;False;2
540;26;574;339;0;0.1;False;3
17;26;574;1207;0;0.8;False;4
17;26;574;1481;0;0.8;False;5
17;26;574;1366;0;0.8;False;6
17;26;574;1532;0;0.8;False;7
17;26;574;2113;0;0.8;False;8
17;26;574;967;0;0.8;False;9
8;27;8;1144;0;0.6;True;0
592;27;8;275;0;0.4;False;1
592;27;8;299;0;0.4;False;2
8;27;8;255;0;0.6;True;3
592;27;8;423;0;0.4;False;4
8;27;8;288;0;0.6;True;5
8;27;8;230;0;0.6;True;6
592;27;8;328;0;0.4;False;7
8;27;8;282;0;0.6;True;8
8;27;8;1550;0;0.6;True;9
146;28;146;269;0;1.0;True;0
146;28;146;270;0;1.0;True;1
146;28;146;209;0;1.0;True;2
146;28;146;224;0;1.0;True;3
146;28;146;186;0;1.0;True;4
146;28;146;190;0;1.0;True;5
146;28;146;274;0;1.0;True;6
146;28;146;185;0;1.0;True;7
146;28;146;202;0;1.0;True;8
146;28;146;226;0;1.0;True;9
1;29;1;263;0;1.0;True;0
1;29;1;259;0;1.0;True;1
1;29;1;308;0;1.0;True;2
1;29;1;271;0;1.0;True;3
1;29;1;364;0;1.0;True;4
1;29;1;235;0;1.0;True;5
1;29;1;280;0;1.0;True;6
1;29;1;323;0;1.0;True;7
1;29;1;303;0;1.0;True;8
1;29;1;306;0;1.0;True;9
14;30;14;247;0;1.0;True;0
14;30;14;269;0;1.0;True;1
14;30;14;319;0;1.0;True;2
14;30;14;254;0;1.0;True;3
14;30;14;741;0;1.0;True;4
14;30;14;335;0;1.0;True;5
14;30;14;755;0;1.0;True;6
14;30;14;422;0;1.0;True;7
14;30;14;263;0;1.0;True;8
14;30;14;387;0;1.0;True;9
2;31;2;221;0;1.0;True;0
2;31;2;217;0;1.0;True;1
2;31;2;226;0;1.0;True;2
2;31;2;224;0;1.0;True;3
2;31;2;225;0;1.0;True;4
2;31;2;259;0;1.0;True;5
2;31;2;230;0;1.0;True;6
2;31;2;234;0;1.0;True;7
2;31;2;219;0;1.0;True;8
2;31;2;234;0;1.0;True;9
7;32;7;242;0;1.0;True;0
7;32;7;188;0;1.0;True;1
7;32;7;202;0;1.0;True;2
7;32;7;207;0;1.0;True;3
7;32;7;208;0;1.0;True;4
7;32;7;637;0;1.0;True;5
7;32;7;256;0;1.0;True;6
7;32;7;251;0;1.0;True;7
7;32;7;202;0;1.0;True;8
7;32;7;219;0;1.0;True;9
12;33;12;151;0;0.2;True;0
59;33;12;311;0;0.8;False;1
59;33;12;250;0;0.8;False;2
59;33;12;167;0;0.8;False;3
12;33;12;375;0;0.2;True;4
59;33;12;226;0;0.8;False;5
59;33;12;262;0;0.8;False;6
59;33;12;252;0;0.8;False;7
59;33;12;273;0;0.8;False;8
59;33;12;256;0;0.8;False;9
21;34;21;141;0;1.0;True;0
21;34;21;840;0;1.0;True;1
21;34;21;968;0;1.0;True;2
21;34;21;144;0;1.0;True;3
21;34;21;920;0;1.0;True;4
21;34;21;666;0;1.0;True;5
21;34;21;447;0;1.0;True;6
21;34;21;909;0;1.0;True;7
21;34;21;595;0;1.0;True;8
21;34;21;904;0;1.0;True;9
14;35;14;670;0;1.0;True;0
14;35;14;644;0;1.0;True;1
14;35;14;232;0;1.0;True;2
14;35;14;259;0;1.0;True;3
14;35;14;257;0;1.0;True;4
14;35;14;969;0;1.0;True;5
14;35;14;328;0;1.0;True;6
14;35;14;1322;0;1.0;True;7
14;35;14;669;0;1.0;True;8
14;35;14;1118;0;1.0;True;9
2;36;2;238;0;1.0;True;0
2;36;2;246;0;1.0;True;1
2;36;2;195;0;1.0;True;2
2;36;2;175;0;1.0;True;3
2;36;2;237;0;1.0;True;4
2;36;2;308;0;1.0;True;5
2;36;2;219;0;1.0;True;6
2;36;2;224;0;1.0;True;7
2;36;2;198;0;1.0;True;8
2;36;2;261;0;1.0;True;9
51;37;51;145;0;1.0;True;0
51;37;51;216;0;1.0;True;1
51;37;51;148;0;1.0;True;2
51;37;51;155;0;1.0;True;3
51;37;51;162;0;1.0;True;4
51;37;51;92;0;1.0;True;5
51;37;51;115;0;1.0;True;6
51;37;51;131;0;1.0;True;7
51;37;51;165;0;1.0;True;8
51;37;51;162;0;1.0;True;9
2;38;2;114;0;1.0;True;0
2;38;2;202;0;1.0;True;1
2;38;2;108;0;1.0;True;2
2;38;2;194;0;1.0;True;3
2;38;2;180;0;1.0;True;4
2;38;2;225;0;1.0;True;5
2;38;2;210;0;1.0;True;6
2;38;2;225;0;1.0;True;7
2;38;2;162;0;1.0;True;8
2;38;2;160;0;1.0;True;9
14;39;15;2610;0;0.3;False;0
10;39;15;474;0;0.4;False;1
14.5;39;15;2722;0;0.1;False;2
15;39;15;525;0;0.2;True;3
10;39;15;347;0;0.4;False;4
14;39;15;2512;0;0.3;False;5
10;39;15;325;0;0.4;False;6
10;39;15;2698;0;0.4;False;7
14;39;15;537;0;0.3;False;8
15;39;15;4096;0;0.2;True;9
20;40;20;203;0;1.0;True;0
20;40;20;773;0;1.0;True;1
20;40;20;220;0;1.0;True;2
20;40;20;196;0;1.0;True;3
20;40;20;769;0;1.0;True;4
20;40;20;169;0;1.0;True;5
20;40;20;149;0;1.0;True;6
20;40;20;147;0;1.0;True;7
20;40;20;143;0;1.0;True;8
20;40;20;178;0;1.0;True;9
3;41;3;142;0;1.0;True;0
3;41;3;143;0;1.0;True;1
3;41;3;151;0;1.0;True;2
3;41;3;134;0;1.0;True;3
3;41;3;187;0;1.0;True;4
3;41;3;172;0;1.0;True;5
3;41;3;124;0;1.0;True;6
3;41;3;195;0;1.0;True;7
3;41;3;155;0;1.0;True;8
3;41;3;159;0;1.0;True;9
7;42;7;239;0;1.0;True;0
7;42;7;142;0;1.0;True;1
7;42;7;131;0;1.0;True;2
7;42;7;173;0;1.0;True;3
7;42;7;209;0;1.0;True;4
7;42;7;163;0;1.0;True;5
7;42;7;149;0;1.0;True;6
7;42;7;201;0;1.0;True;7
7;42;7;148;0;1.0;True;8
7;42;7;182;0;1.0;True;9
42;43;42;211;0;1.0;True;0
42;43;42;143;0;1.0;True;1
42;43;42;194;0;1.0;True;2
42;43;42;181;0;1.0;True;3
42;43;42;87;0;1.0;True;4
42;43;42;115;0;1.0;True;5
42;43;42;228;0;1.0;True;6
42;43;42;138;0;1.0;True;7
42;43;42;239;0;1.0;True;8
42;43;42;130;0;1.0;True;9
756;44;756;166;0;1.0;True;0
756;44;756;165;0;1.0;True;1
756;44;756;132;0;1.0;True;2
756;44;756;210;0;1.0;True;3
756;44;756;136;0;1.0;True;4
756;44;756;213;0;1.0;True;5
756;44;756;141;0;1.0;True;6
756;44;756;127;0;1.0;True;7
756;44;756;175;0;1.0;True;8
756;44;756;114;0;1.0;True;9
11;45;11;214;0;1.0;True;0
11;45;11;709;0;1.0;True;1
11;45;11;265;0;1.0;True;2
11;45;11;283;0;1.0;True;3
11;45;11;241;0;1.0;True;4
11;45;11;242;0;1.0;True;5
11;45;11;246;0;1.0;True;6
11;45;11;158;0;1.0;True;7
11;45;11;185;0;1.0;True;8
11;45;11;851;0;1.0;True;9
5;46;5;350;0;1.0;True;0
5;46;5;296;0;1.0;True;1
5;46;5;578;0;1.0;True;2
5;46;5;337;0;1.0;True;3
5;46;5;969;0;1.0;True;4
5;46;5;318;0;1.0;True;5
5;46;5;321;0;1.0;True;6
5;46;5;679;0;1.0;True;7
5;46;5;292;0;1.0;True;8
5;46;5;651;0;1.0;True;9
12;47;12;153;0;1.0;True;0
12;47;12;210;0;1.0;True;1
12;47;12;216;0;1.0;True;2
12;47;12;177;0;1.0;True;3
12;47;12;223;0;1.0;True;4
12;47;12;203;0;1.0;True;5
12;47;12;193;0;1.0;True;6
12;47;12;177;0;1.0;True;7
12;47;12;165;0;1.0;True;8
12;47;12;542;0;1.0;True;9
65;48;65;149;0;1.0;True;0
65;48;65;187;0;1.0;True;1
65;48;65;188;0;1.0;True;2
65;48;65;179;0;1.0;True;3
65;48;65;132;0;1.0;True;4
65;48;65;157;0;1.0;True;5
65;48;65;255;0;1.0;True;6
65;48;65;168;0;1.0;True;7
65;48;65;145;0;1.0;True;8
65;48;65;168;0;1.0;True;9
1;49;1;156;0;1.0;True;0
1;49;1;141;0;1.0;True;1
1;49;1;133;0;1.0;True;2
1;49;1;141;0;1.0;True;3
1;49;1;155;0;1.0;True;4
1;49;1;148;0;1.0;True;5
1;49;1;141;0;1.0;True;6
1;49;1;138;0;1.0;True;7
1;49;1;136;0;1.0;True;8
1;49;1;123;0;1.0;True;9
111;50;111;189;0;1.0;True;0
111;50;111;212;0;1.0;True;1
111;50;111;259;0;1.0;True;2
111;50;111;222;0;1.0;True;3
111;50;111;190;0;1.0;True;4
111;50;111;294;0;1.0;True;5
111;50;111;246;0;1.0;True;6
111;50;111;213;0;1.0;True;7
111;50;111;290;0;1.0;True;8
111;50;111;181;0;1.0;True;9
1;51;1;196;0;1.0;True;0
1;51;1;153;0;1.0;True;1
1;51;1;176;0;1.0;True;2
1;51;1;164;0;1.0;True;3
1;51;1;262;0;1.0;True;4
1;51;1;137;0;1.0;True;5
1;51;1;132;0;1.0;True;6
1;51;1;183;0;1.0;True;7
1;51;1;170;0;1.0;True;8
1;51;1;98;0;1.0;True;9
27;52;27;1643;0;0.9;True;0
27;52;27;319;0;0.9;True;1
27;52;27;344;0;0.9;True;2
27;52;27;365;0;0.9;True;3
27;52;27;1057;0;0.9;True;4
27;52;27;240;0;0.9;True;5
27;52;27;180;0;0.9;True;6
87;52;27;742;0;0.1;False;7
27;52;27;408;0;0.9;True;8
27;52;27;718;0;0.9;True;9
4;53;4;161;0;1.0;True;0
4;53;4;164;0;1.0;True;1
4;53;4;165;0;1.0;True;2
4;53;4;152;0;1.0;True;3
4;53;4;177;0;1.0;True;4
4;53;4;164;0;1.0;True;5
4;53;4;165;0;1.0;True;6
4;53;4;165;0;1.0;True;7
4;53;4;217;0;1.0;True;8
4;53;4;174;0;1.0;True;9
17;54;17;251;0;1.0;True;0
17;54;17;376;0;1.0;True;1
17;54;17;386;0;1.0;True;2
17;54;17;148;0;1.0;True;3
17;54;17;158;0;1.0;True;4
17;54;17;381;0;1.0;True;5
17;54;17;316;0;1.0;True;6
17;54;17;382;0;1.0;True;7
17;54;17;296;0;1.0;True;8
17;54;17;274;0;1.0;True;9
13;55;13;143;0;1.0;True;0
13;55;13;128;0;1.0;True;1
13;55;13;123;0;1.0;True;2
13;55;13;130;0;1.0;True;3
13;55;13;148;0;1.0;True;4
13;55;13;135;0;1.0;True;5
13;55;13;113;0;1.0;True;6
13;55;13;131;0;1.0;True;7
13;55;13;160;0;1.0;True;8
13;55;13;157;0;1.0;True;9
10;56;10;132;0;1.0;True;0
10;56;10;137;0;1.0;True;1
10;56;10;137;0;1.0;True;2
10;56;10;234;0;1.0;True;3
10;56;10;145;0;1.0;True;4
10;56;10;194;0;1.0;True;5
10;56;10;197;0;1.0;True;6
10;56;10;119;0;1.0;True;7
10;56;10;122;0;1.0;True;8
10;56;10;121;0;1.0;True;9
77;57;77;284;0;1.0;True;0
77;57;77;203;0;1.0;True;1
77;57;77;197;0;1.0;True;2
77;57;77;312;0;1.0;True;3
77;57;77;806;0;1.0;True;4
77;57;77;295;0;1.0;True;5
77;57;77;214;0;1.0;True;6
77;57;77;277;0;1.0;True;7
77;57;77;205;0;1.0;True;8
77;57;77;225;0;1.0;True;9
1112;58;1092;173;0;0.1;False;0
1092;58;1092;243;0;0.8;True;1
1092;58;1092;248;0;0.8;True;2
1092;58;1092;340;0;0.8;True;3
1092;58;1092;318;0;0.8;True;4
1092;58;1092;246;0;0.8;True;5
1092;58;1092;268;0;0.8;True;6
1152;58;1092;354;0;0.1;False;7
1092;58;1092;277;0;0.8;True;8
1092;58;1092;333;0;0.8;True;9
5;59;5;863;0;1.0;True;0
5;59;5;261;0;1.0;True;1
5;59;5;762;0;1.0;True;2
5;59;5;270;0;1.0;True;3
5;59;5;244;0;1.0;True;4
5;59;5;564;0;1.0;True;5
5;59;5;237;0;1.0;True;6
5;59;5;205;0;1.0;True;7
5;59;5;310;0;1.0;True;8
5;59;5;281;0;1.0;True;9
7;60;7;135;0;1.0;True;0
7;60;7;239;0;1.0;True;1
7;60;7;123;0;1.0;True;2
7;60;7;166;0;1.0;True;3
7;60;7;138;0;1.0;True;4
7;60;7;194;0;1.0;True;5
7;60;7;214;0;1.0;True;6
7;60;7;236;0;1.0;True;7
7;60;7;170;0;1.0;True;8
7;60;7;172;0;1.0;True;9
45;61;45;226;0;1.0;True;0
45;61;45;159;0;1.0;True;1
45;61;45;196;0;1.0;True;2
45;61;45;199;0;1.0;True;3
45;61;45;206;0;1.0;True;4
45;61;45;163;0;1.0;True;5
45;61;45;226;0;1.0;True;6
45;61;45;185;0;1.0;True;7
45;61;45;183;0;1.0;True;8
45;61;45;181;0;1.0;True;9
0;62;10;253;0;0.8;False;0
0;62;10;337;0;0.8;False;1
0;62;10;158;0;0.8;False;2
0;62;10;138;0;0.8;False;3
0;62;10;332;0;0.8;False;4
0;62;10;231;0;0.8;False;5
;62;10;164;0;0.0;False;6
0;62;10;193;0;0.8;False;7
;62;10;176;0;0.0;False;8
0;62;10;159;0;0.8;False;9
88;63;52;357;0;0.5;False;0
88;63;52;271;0;0.5;False;1
88;63;52;1835;0;0.5;False;2
52;63;52;595;0;0.5;True;3
52;63;52;233;0;0.5;True;4
52;63;52;215;0;0.5;True;5
52;63;52;198;0;0.5;True;6
88;63;52;377;0;0.5;False;7
88;63;52;629;0;0.5;False;8
52;63;52;646;0;0.5;True;9
2;64;2;192;0;1.0;True;0
2;64;2;204;0;1.0;True;1
2;64;2;411;0;1.0;True;2
2;64;2;255;0;1.0;True;3
2;64;2;234;0;1.0;True;4
2;64;2;233;0;1.0;True;5
2;64;2;190;0;1.0;True;6
2;64;2;229;0;1.0;True;7
2;64;2;209;0;1.0;True;8
2;64;2;198;0;1.0;True;9
6;65;6;289;0;1.0;True;0
6;65;6;233;0;1.0;True;1
6;65;6;258;0;1.0;True;2
6;65;6;239;0;1.0;True;3
6;65;6;269;0;1.0;True;4
6;65;6;254;0;1.0;True;5
6;65;6;290;0;1.0;True;6
6;65;6;289;0;1.0;True;7
6;65;6;260;0;1.0;True;8
6;65;6;407;0;1.0;True;9
26;66;16;197;0;0.6;False;0
26;66;16;195;0;0.6;False;1
21;66;16;289;0;0.3;False;2
21;66;16;288;0;0.3;False;3
26;66;16;179;0;0.6;False;4
26;66;16;244;0;0.6;False;5
21;66;16;230;0;0.3;False;6
16;66;16;217;0;0.1;True;7
26;66;16;180;0;0.6;False;8
26;66;16;233;0;0.6;False;9
469;67;469;144;0;1.0;True;0
469;67;469;157;0;1.0;True;1
469;67;469;242;0;1.0;True;2
469;67;469;149;0;1.0;True;3
469;67;469;243;0;1.0;True;4
469;67;469;202;0;1.0;True;5
469;67;469;196;0;1.0;True;6
469;67;469;194;0;1.0;True;7
469;67;469;157;0;1.0;True;8
469;67;469;775;0;1.0;True;9
12518;68;12518;460;0;1.0;True;0
12518;68;12518;455;0;1.0;True;1
12518;68;12518;361;0;1.0;True;2
12518;68;12518;276;0;1.0;True;3
12518;68;12518;514;0;1.0;True;4
12518;68;12518;423;0;1.0;True;5
12518;68;12518;295;0;1.0;True;6
12518;68;12518;508;0;1.0;True;7
12518;68;12518;485;0;1.0;True;8
12518;68;12518;393;0;1.0;True;9
1;69;1;207;0;1.0;True;0
1;69;1;160;0;1.0;True;1
1;69;1;169;0;1.0;True;2
1;69;1;157;0;1.0;True;3
1;69;1;305;0;1.0;True;4
1;69;1;823;0;1.0;True;5
1;69;1;187;0;1.0;True;6
1;69;1;269;0;1.0;True;7
1;69;1;853;0;1.0;True;8
1;69;1;770;0;1.0;True;9
2;70;2;189;0;1.0;True;0
2;70;2;196;0;1.0;True;1
2;70;2;198;0;1.0;True;2
2;70;2;221;0;1.0;True;3
2;70;2;188;0;1.0;True;4
2;70;2;192;0;1.0;True;5
2;70;2;186;0;1.0;True;6
2;70;2;189;0;1.0;True;7
2;70;2;206;0;1.0;True;8
2;70;2;193;0;1.0;True;9
131;71;131;168;0;1.0;True;0
131;71;131;218;0;1.0;True;1
131;71;131;159;0;1.0;True;2
131;71;131;201;0;1.0;True;3
131;71;131;164;0;1.0;True;4
131;71;131;156;0;1.0;True;5
131;71;131;170;0;1.0;True;6
131;71;131;214;0;1.0;True;7
131;71;131;153;0;1.0;True;8
131;71;131;231;0;1.0;True;9
92;72;92;182;0;1.0;True;0
92;72;92;204;0;1.0;True;1
92;72;92;174;0;1.0;True;2
92;72;92;264;0;1.0;True;3
92;72;92;196;0;1.0;True;4
92;72;92;178;0;1.0;True;5
92;72;92;191;0;1.0;True;6
92;72;92;318;0;1.0;True;7
92;72;92;468;0;1.0;True;8
92;72;92;689;0;1.0;True;9
640;73;640;236;0;1.0;True;0
640;73;640;208;0;1.0;True;1
640;73;640;200;0;1.0;True;2
640;73;640;264;0;1.0;True;3
640;73;640;263;0;1.0;True;4
640;73;640;690;0;1.0;True;5
640;73;640;221;0;1.0;True;6
640;73;640;245;0;1.0;True;7
640;73;640;198;0;1.0;True;8
640;73;640;195;0;1.0;True;9
42;74;42;320;0;1.0;True;0
42;74;42;168;0;1.0;True;1
42;74;42;381;0;1.0;True;2
42;74;42;353;0;1.0;True;3
42;74;42;272;0;1.0;True;4
42;74;42;266;0;1.0;True;5
42;74;42;234;0;1.0;True;6
42;74;42;290;0;1.0;True;7
42;74;42;251;0;1.0;True;8
42;74;42;296;0;1.0;True;9
252;75;7;167;0;1.0;False;0
252;75;7;249;0;1.0;False;1
252;75;7;202;0;1.0;False;2
252;75;7;261;0;1.0;False;3
252;75;7;246;0;1.0;False;4
252;75;7;161;0;1.0;False;5
252;75;7;184;0;1.0;False;6
252;75;7;187;0;1.0;False;7
252;75;7;265;0;1.0;False;8
252;75;7;256;0;1.0;False;9
25;76;25;137;0;1.0;True;0
25;76;25;177;0;1.0;True;1
25;76;25;193;0;1.0;True;2
25;76;25;113;0;1.0;True;3
25;76;25;189;0;1.0;True;4
